done writing
done reading
done reading
done writing
8096 bytes | received 8096 bytes
wrote 1764928 bytes | received 47053952 bytes
wrote 1773024 bytes | received 47053952 bytes
wrote 1781120 bytes | received 47053952 bytes
wrote 1789216 bytes | received 47053952 bytes
wrote 1797312 bytes | received 47053952 bytes
wrote 1805408 bytes | received 47053952 bytes
wrote 1813504 bytes | received 47053952 bytes
wrote 1821600 bytes | received 47053952 bytes
wrote 1829696 bytes | received 47053952 bytes
wrote 1837792 bytes | received 47053952 bytes
wrote 1845888 bytes | received 47053952 bytes
wrote 1853984 bytes | received 47053952 bytes
wrote 1862080 bytes | received 47053952 bytes
wrote 1870176 bytes | received 47053952 bytes
wrote 1878272 bytes | received 47053952 bytes
wrote 1886368 bytes | received 47053952 bytes
wrote 1894464 bytes | received 47053952 bytes
wrote 1902560 bytes | received 47053952 bytes
wrote 1910656 bytes | received 47053952 bytes
wrote 1918752 bytes | received 47053952 bytes
wrote 1926848 bytes | received 47053952 bytes
wrote 1934944 bytes | received 47053952 bytes
wrote 1943040 bytes | received 47053952 bytes
wrote 1951136 bytes | received 47053952 bytes
wrote 1959232 bytes | received 47053952 bytes
wrote 1967328 bytes | received 47053952 bytes
wrote 1975424 bytes | received 47053952 bytes
wrote 1983520 bytes | received 47053952 bytes
wrote 1991616 bytes | received 47053952 bytes
wrote 1999712 bytes | received 47053952 bytes
wrote 2007808 bytes | received 47053952 bytes
wrote 2015904 bytes | received 47053952 bytes
wrote 2024000 bytes | received 47053952 bytes
wrote 2032096 bytes | received 47053952 bytes
wrote 2040192 bytes | received 47053952 bytes
wrote 2048288 bytes | received 47053952 bytes
wrote 2056384 bytes | received 47053952 bytes
wrote 2064480 bytes | received 47053952 bytes
wrote 2072576 bytes | received 47053952 bytes
wrote 2080672 bytes | received 47053952 bytes
wrote 2088768 bytes | received 47053952 bytes
wrote 2096864 bytes | received 47053952 bytes
wrote 2104960 bytes | received 47053952 bytes
wrote 2113056 bytes | received 47053952 bytes
wrote 2121152 bytes | received 47053952 bytes
wrote 2129248 bytes | received 47053952 bytes
wrote 2137344 bytes | received 47053952 bytes
wrote 2145440 bytes | received 47053952 bytes
wrote 2153536 bytes | received 47053952 bytes
wrote 2161632 bytes | received 47053952 bytes
wrote 2169728 bytes | received 47053952 bytes
wrote 2177824 bytes | received 47053952 bytes
wrote 2185920 bytes | received 47053952 bytes
wrote 2194016 bytes | received 47053952 bytes
wrote 2202112 bytes | received 47053952 bytes
wrote 2210208 bytes | received 47053952 bytes
wrote 2218304 bytes | received 47053952 bytes
wrote 2226400 bytes | received 47053952 bytes
wrote 2234496 bytes | received 47053952 bytes
wrote 2242592 bytes | received 47053952 bytes
wrote 2250688 bytes | received 47053952 bytes
wrote 2258784 bytes | received 47053952 bytes
wrote 2266880 bytes | received 47053952 bytes
wrote 2274976 bytes | received 47053952 bytes
wrote 2283072 bytes | received 47053952 bytes
wrote 2291168 bytes | received 47053952 bytes
wrote 2299264 bytes | received 47053952 bytes
wrote 2307360 bytes | received 47053952 bytes
wrote 2315456 bytes | received 47053952 bytes
wrote 2323552 bytes | received 47053952 bytes
wrote 2331648 bytes | received 47053952 bytes
wrote 2339744 bytes | received 47053952 bytes
wrote 2347840 bytes | received 47053952 bytes
wrote 2355936 bytes | received 47053952 bytes
wrote 2364032 bytes | received 47053952 bytes
wrote 2372128 bytes | received 47053952 bytes
wrote 2380224 bytes | received 47053952 bytes
wrote 2388320 bytes | received 47053952 bytes
wrote 2396416 bytes | received 47053952 bytes
wrote 2404512 bytes | received 47053952 bytes
wrote 2412608 bytes | received 47053952 bytes
wrote 2420704 bytes | received 47053952 bytes
wrote 2428800 bytes | received 47053952 bytes
wrote 2436896 bytes | received 47053952 bytes
wrote 2444992 bytes | received 47053952 bytes
wrote 2453088 bytes | received 47053952 bytes
wrote 2461184 bytes | received 47053952 bytes
wrote 2469280 bytes | received 47053952 bytes
wrote 2477376 bytes | received 47053952 bytes
wrote 2485472 bytes | received 47053952 bytes
wrote 2493568 bytes | received 47053952 bytes
wrote 2501664 bytes | received 47053952 bytes
wrote 2509760 bytes | received 47053952 bytes
wrote 2517856 bytes | received 47053952 bytes
wrote 2525952 bytes | received 47053952 bytes
wrote 2534048 bytes | received 47053952 bytes
wrote 2542144 bytes | received 47053952 bytes
wrote 2550240 bytes | received 47053952 bytes
wrote 2558336 bytes | received 47053952 bytes
wrote 2566432 bytes | received 47053952 bytes
wrote 2574528 bytes | received 47053952 bytes
wrote 2582624 bytes | received 47053952 bytes
wrote 2590720 bytes | received 47053952 bytes
wrote 2598816 bytes | received 47053952 bytes
wrote 2606912 bytes | received 47053952 bytes
wrote 2615008 bytes | received 47053952 bytes
wrote 2623104 bytes | received 47053952 bytes
wrote 2631200 bytes | received 47053952 bytes
wrote 2639296 bytes | received 47053952 bytes
wrote 2647392 bytes | received 47053952 bytes
wrote 2655488 bytes | received 47053952 bytes
wrote 2663584 bytes | received 47053952 bytes
wrote 2671680 bytes | received 47053952 bytes
wrote 2679776 bytes | received 47053952 bytes
wrote 2687872 bytes | received 47053952 bytes
wrote 2695968 bytes | received 47053952 bytes
wrote 2704064 bytes | received 47053952 bytes
wrote 2712160 bytes | received 47053952 bytes
wrote 2720256 bytes | received 47053952 bytes
wrote 2728352 bytes | received 47053952 bytes
wrote 2736448 bytes | received 47053952 bytes
wrote 2744544 bytes | received 47053952 bytes
wrote 2752640 bytes | received 47053952 bytes
wrote 2760736 bytes | received 47053952 bytes
wrote 2768832 bytes | received 47053952 bytes
wrote 2776928 bytes | received 47053952 bytes
wrote 2785024 bytes | received 47053952 bytes
wrote 2793120 bytes | received 47053952 bytes
wrote 2801216 bytes | received 47053952 bytes
wrote 2809312 bytes | received 47053952 bytes
wrote 2817408 bytes | received 47053952 bytes
wrote 2825504 bytes | received 47053952 bytes
wrote 2833600 bytes | received 47053952 bytes
wrote 2841696 bytes | received 47053952 bytes
wrote 2849792 bytes | received 47053952 bytes
wrote 2857888 bytes | received 47053952 bytes
wrote 2865984 bytes | received 47053952 bytes
wrote 2874080 bytes | received 47053952 bytes
wrote 2882176 bytes | received 47053952 bytes
wrote 2890272 bytes | received 47053952 bytes
wrote 2898368 bytes | received 47053952 bytes
wrote 2906464 bytes | received 47053952 bytes
wrote 2914560 bytes | received 47053952 bytes
wrote 2922656 bytes | received 47053952 bytes
wrote 2930752 bytes | received 47053952 bytes
wrote 2938848 bytes | received 47053952 bytes
wrote 2946944 bytes | received 47053952 bytes
wrote 2955040 bytes | received 47053952 bytes
wrote 2963136 bytes | received 47053952 bytes
wrote 2971232 bytes | received 47053952 bytes
wrote 2979328 bytes | received 47053952 bytes
wrote 2987424 bytes | received 47053952 bytes
wrote 2995520 bytes | received 47053952 bytes
wrote 3003616 bytes | received 47053952 bytes
wrote 3011712 bytes | received 47053952 bytes
wrote 3019808 bytes | received 47053952 bytes
wrote 3027904 bytes | received 47053952 bytes
wrote 3036000 bytes | received 47053952 bytes
wrote 3044096 bytes | received 47053952 bytes
wrote 3052192 bytes | received 47053952 bytes
wrote 3060288 bytes | received 47053952 bytes
wrote 3068384 bytes | received 47053952 bytes
wrote 3076480 bytes | received 47053952 bytes
wrote 3084576 bytes | received 47053952 bytes
wrote 3092672 bytes | received 47053952 bytes
wrote 3100768 bytes | received 47053952 bytes
wrote 3108864 bytes | received 47053952 bytes
wrote 3116960 bytes | received 47053952 bytes
wrote 3125056 bytes | received 47053952 bytes
wrote 3133152 bytes | received 47053952 bytes
wrote 3141248 bytes | received 47053952 bytes
wrote 3149344 bytes | received 47053952 bytes
wrote 3157440 bytes | received 47053952 bytes
wrote 3165536 bytes | received 47053952 bytes
wrote 3173632 bytes | received 47053952 bytes
wrote 3181728 bytes | received 47053952 bytes
wrote 3189824 bytes | received 47053952 bytes
wrote 3197920 bytes | received 47053952 bytes
wrote 3206016 bytes | received 47053952 bytes
wrote 3214112 bytes | received 47053952 bytes
wrote 3222208 bytes | received 47053952 bytes
wrote 3230304 bytes | received 47053952 bytes
wrote 3238400 bytes | received 47053952 bytes
wrote 3246496 bytes | received 47053952 bytes
wrote 3254592 bytes | received 47053952 bytes
wrote 3262688 bytes | received 47053952 bytes
wrote 3270784 bytes | received 47053952 bytes
wrote 3278880 bytes | received 47053952 bytes
wrote 3286976 bytes | received 47053952 bytes
wrote 3295072 bytes | received 47053952 bytes
wrote 3303168 bytes | received 47053952 bytes
wrote 3311264 bytes | received 47053952 bytes
wrote 3319360 bytes | received 47053952 bytes
wrote 3327456 bytes | received 47053952 bytes
wrote 3335552 bytes | received 47053952 bytes
wrote 3343648 bytes | received 47053952 bytes
wrote 3351744 bytes | received 47053952 bytes
wrote 3359840 bytes | received 47053952 bytes
wrote 3367936 bytes | received 47053952 bytes
wrote 3376032 bytes | received 47053952 bytes
wrote 3384128 bytes | received 47053952 bytes
wrote 3392224 bytes | received 47053952 bytes
wrote 3400320 bytes | received 47053952 bytes
wrote 3408416 bytes | received 47053952 bytes
wrote 3416512 bytes | received 47053952 bytes
wrote 3424608 bytes | received 47053952 bytes
wrote 3432704 bytes | received 47053952 bytes
wrote 3440800 bytes | received 47053952 bytes
wrote 3448896 bytes | received 47053952 bytes
wrote 3456992 bytes | received 47053952 bytes
wrote 3465088 bytes | received 47053952 bytes
wrote 3473184 bytes | received 47053952 bytes
wrote 3481280 bytes | received 47053952 bytes
wrote 3489376 bytes | received 47053952 bytes
wrote 3497472 bytes | received 47053952 bytes
wrote 3505568 bytes | received 47053952 bytes
wrote 3513664 bytes | received 47053952 bytes
wrote 3521760 bytes | received 47053952 bytes
wrote 3529856 bytes | received 47053952 bytes
wrote 3537952 bytes | received 47053952 bytes
wrote 3546048 bytes | received 47053952 bytes
wrote 3554144 bytes | received 47053952 bytes
wrote 3562240 bytes | received 47053952 bytes
wrote 3570336 bytes | received 47053952 bytes
wrote 3578432 bytes | received 47053952 bytes
wrote 3586528 bytes | received 47053952 bytes
wrote 3594624 bytes | received 47053952 bytes
wrote 3602720 bytes | received 47053952 bytes
wrote 3610816 bytes | received 47053952 bytes
wrote 3618912 bytes | received 47053952 bytes
wrote 3627008 bytes | received 47053952 bytes
wrote 3635104 bytes | received 47053952 bytes
wrote 3643200 bytes | received 47053952 bytes
wrote 3651296 bytes | received 47053952 bytes
wrote 3659392 bytes | received 47053952 bytes
wrote 3667488 bytes | received 47053952 bytes
wrote 3675584 bytes | received 47053952 bytes
wrote 3683680 bytes | received 47053952 bytes
wrote 3691776 bytes | received 47053952 bytes
wrote 3699872 bytes | received 47053952 bytes
wrote 3707968 bytes | received 47053952 bytes
wrote 3716064 bytes | received 47053952 bytes
wrote 3724160 bytes | received 47053952 bytes
wrote 3732256 bytes | received 47053952 bytes
wrote 3740352 bytes | received 47053952 bytes
wrote 3748448 bytes | received 47053952 bytes
wrote 3756544 bytes | received 47053952 bytes
wrote 3764640 bytes | received 47053952 bytes
wrote 3772736 bytes | received 47053952 bytes
wrote 3780832 bytes | received 47053952 bytes
wrote 3788928 bytes | received 47053952 bytes
wrote 3797024 bytes | received 47053952 bytes
wrote 3805120 bytes | received 47053952 bytes
wrote 3813216 bytes | received 47053952 bytes
wrote 3821312 bytes | received 47053952 bytes
wrote 3829408 bytes | received 47053952 bytes
wrote 3837504 bytes | received 47053952 bytes
wrote 3845600 bytes | received 47053952 bytes
wrote 3853696 bytes | received 47053952 bytes
wrote 3861792 bytes | received 47053952 bytes
wrote 3869888 bytes | received 47053952 bytes
wrote 3877984 bytes | received 47053952 bytes
wrote 3886080 bytes | received 47053952 bytes
wrote 3894176 bytes | received 47053952 bytes
wrote 3902272 bytes | received 47053952 bytes
wrote 3910368 bytes | received 47053952 bytes
wrote 3918464 bytes | received 47053952 bytes
wrote 3926560 bytes | received 47053952 bytes
wrote 3934656 bytes | received 47053952 bytes
wrote 3942752 bytes | received 47053952 bytes
wrote 3950848 bytes | received 47053952 bytes
wrote 3958944 bytes | received 47053952 bytes
wrote 3967040 bytes | received 47053952 bytes
wrote 3975136 bytes | received 47053952 bytes
wrote 3983232 bytes | received 47053952 bytes
wrote 3991328 bytes | received 47053952 bytes
wrote 3999424 bytes | received 47053952 bytes
wrote 4007520 bytes | received 47053952 bytes
wrote 4015616 bytes | received 47053952 bytes
wrote 4023712 bytes | received 47053952 bytes
wrote 4031808 bytes | received 47053952 bytes
wrote 4039904 bytes | received 47053952 bytes
wrote 4048000 bytes | received 47053952 bytes
wrote 4056096 bytes | received 47053952 bytes
wrote 4064192 bytes | received 47053952 bytes
wrote 4072288 bytes | received 47053952 bytes
wrote 4080384 bytes | received 47053952 bytes
wrote 4088480 bytes | received 47053952 bytes
wrote 4096576 bytes | received 47053952 bytes
wrote 4104672 bytes | received 47053952 bytes
wrote 4112768 bytes | received 47053952 bytes
wrote 4120864 bytes | received 47053952 bytes
wrote 4128960 bytes | received 47053952 bytes
wrote 4137056 bytes | received 47053952 bytes
wrote 4145152 bytes | received 47053952 bytes
wrote 4153248 bytes | received 47053952 bytes
wrote 4161344 bytes | received 47053952 bytes
wrote 4169440 bytes | received 47053952 bytes
wrote 4177536 bytes | received 47053952 bytes
wrote 4185632 bytes | received 47053952 bytes
wrote 4193728 bytes | received 47053952 bytes
wrote 4201824 bytes | received 47053952 bytes
wrote 4209920 bytes | received 47053952 bytes
wrote 4218016 bytes | received 47053952 bytes
wrote 4226112 bytes | received 47053952 bytes
wrote 4234208 bytes | received 47053952 bytes
wrote 4242304 bytes | received 47053952 bytes
wrote 4250400 bytes | received 47053952 bytes
wrote 4258496 bytes | received 47053952 bytes
wrote 4266592 bytes | received 47053952 bytes
wrote 4274688 bytes | received 47053952 bytes
wrote 4282784 bytes | received 47053952 bytes
wrote 4290880 bytes | received 47053952 bytes
wrote 4298976 bytes | received 47053952 bytes
wrote 4307072 bytes | received 47053952 bytes
wrote 4315168 bytes | received 47053952 bytes
wrote 4323264 bytes | received 47053952 bytes
wrote 4331360 bytes | received 47053952 bytes
wrote 4339456 bytes | received 47053952 bytes
wrote 4347552 bytes | received 47053952 bytes
wrote 4355648 bytes | received 47053952 bytes
wrote 4363744 bytes | received 47053952 bytes
wrote 4371840 bytes | received 47053952 bytes
wrote 4379936 bytes | received 47053952 bytes
wrote 4388032 bytes | received 47053952 bytes
wrote 4396128 bytes | received 47053952 bytes
wrote 4404224 bytes | received 47053952 bytes
wrote 4412320 bytes | received 47053952 bytes
wrote 4420416 bytes | received 47053952 bytes
wrote 4428512 bytes | received 47053952 bytes
wrote 4436608 bytes | received 47053952 bytes
wrote 4444704 bytes | received 47053952 bytes
wrote 4452800 bytes | received 47053952 bytes
